//N°,CMC,densite,symbole,extra
//Aciers non allié selon NF EN 10025-2

1.0035,P,7800,S185,A33
1.0036,P,7800,S235JRG1
1.0037,P,7800,S235JR,E24-2
1.0038,P,7800,S235JRG2
1.0044,P,7800,S275JR
